Volatility 3 Framework 2.7.0

Offset	Name	Size
0xe001c34a3390	\$Directory	216
0xe001c34a4090	\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.10240.17020_none_1152834562020692\DrUpdate.dll	216
0xe001c34a7f20	\CMApi	216
0xe001c34a8420	\Windows\System32\UserDataTypeHelperUtil.dll	216
0xe001c34a8f20	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-EventTracing%4Admin.evtx	216
0xe001c34aac40	\Windows\System32\Windows.Networking.BackgroundTransfer.BackgroundManagerPolicy.dll	216
0xe001c34ac900	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\CLR_v4.0\UsageLogs\NGenTask.exe.log	216
0xe001c34aff20	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Client-Features-Package-AutoMerged-ds~31bf3856ad364e35~amd64~~10.0.10240.16384.cat	216
0xe001c34b0f20	\Windows\System32\C_1254.NLS	216
0xe001c34b1090	\$Directory	216
0xe001c34b4090	\$Directory	216
0xe001c34b49e0	\Windows\System32\mmci.dll	216
0xe001c34b52c0	\Windows\SysWOW64\DWrite.dll	216
0xe001c34b7f20	\$Directory	216
0xe001c34ba920	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsBackup%4ActionCenter.evtx	216
0xe001c34bc090	\Windows\Prefetch\DLLHOST.EXE-8FF44525.pf	216
0xe001c34c0db0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Cortana_1.4.8.152_neutral_neutral_cw5n1h2txyewy\S-1-5-21-2283595964-1408901249-3188858278-1000.pckgdep	216
0xe001c34c2ae0	\Windows\System32\aclui.dll	216
0xe001c34c3090	\Windows\servicing\CbsApi.dll	216
0xe001c34c3800	\Windows\SysWOW64\xmllite.dll	216
0xe001c34c5700	\Windows\servicing\CbsApi.dll	216
0xe001c34c75b0	\$Directory	216
0xe001c34cf790	\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.10240.16384_none_89a94c179af51f83	216
0xe001c34d1910	\Windows\SysWOW64\winnsi.dll	216
0xe001c34d3970	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\WER\ERC	216
0xe001c34d7090	\$Directory	216
0xe001c34d7f20	\Windows\System32\ole32.dll	216
0xe001c34d8c20	\Windows\System32\en-US\wscui.cpl.mui	216
0xe001c34d96f0	\$Directory	216
0xe001c34e0540	\Windows\System32\cscui.dll	216
0xe001c34e0a40	\Windows\System32\AudioSes.dll	216
0xe001c34e0f20	\ProgramData\Microsoft\Windows\AppRepository\Packages\Windows.PrintDialog_6.2.0.0_neutral_neutral_cw5n1h2txyewy\S-1-5-21-2283595964-1408901249-3188858278-1000.pckgdep	216
0xe001c34e2090	\Windows\System32\en-US\SnippingTool.exe.mui	216
0xe001c34e4cf0	\Users\Simon Zitauer\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG2	216
0xe001c34e5090	\$Directory	216
0xe001c34e7680	\Windows\System32\Windows.UI.Xaml.Maps.dll	216
0xe001c34e96b0	\$Directory	216
0xe001c34ea090	\$Directory	216
0xe001c34eaaa0	\Windows\Registration\R000000000006.clb	216
0xe001c34ebc90	\$Directory	216
0xe001c34ef890	\$Directory	216
0xe001c34f0650	\$Directory	216
0xe001c34f2090	\$Directory	216
0xe001c34f9d50	\Windows\SysWOW64\ntasn1.dll	216
0xe001c34fae40	\Windows\System32\rpcrt4.dll	216
0xe001c34fc090	\$Directory	216
0xe001c34fc2e0	\Windows\SysWOW64\devrtl.dll	216
0xe001c34fc920	\Windows\SysWOW64\dpapi.dll	216
0xe001c3502420	\Windows\System32\winevt\Logs\Microsoft-Windows-UserPnp%4ActionCenter.evtx	216
0xe001c3505090	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db	216
0xe001c3509090	\$Directory	216
0xe001c350c8b0	\Windows\System32\en-US\stobject.dll.mui	216
0xe001c350cea0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.10240.16384_none_0212ec7eba871e86\comctl32.dll	216
0xe001c350ced0	켨썐￿켨썐￿	0
0xe001c350d580	\Windows\System32\en-US\eqossnap.dll.mui	216
0xe001c350da80	\Windows\System32\ELSCore.dll	216
0xe001c350de40	\CMApi	216
0xe001c350fa30	\$Directory	216
0xe001c3511680	\Windows\System32\en-US\oleaccrc.dll.mui	216
0xe001c3511ae0	\Windows\SysWOW64\mssprxy.dll	216
0xe001c3512090	\Windows\System32\spp.dll	216
0xe001c3512db0	\Windows\System32\oleaccrc.dll	216
0xe001c3512f20	\Windows\System32\oleacc.dll	216
0xe001c3516090	\Dev\Query	216
0xe001c3516520	\Windows\System32\winevt\Logs\Microsoft-Windows-LiveId%4Operational.evtx	216
0xe001c3516d50	\Dev\Query	216
0xe001c3518cb0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.10240.16384_none_f41f7b285750ef43	216
0xe001c3519300	\$Directory	216
0xe001c3519c10	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db	216
0xe001c351ad10	\Windows\System32\prm0009.dll	216
0xe001c351c090	\Windows\System32\DataExchange.dll	216
0xe001c351c5c0	\$Directory	216
0xe001c351cf20	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.10240.16384_none_0212ec7eba871e86	216
0xe001c3521a80	\$Directory	216
0xe001c3524d80	\Windows\SysWOW64\FirewallAPI.dll	216
0xe001c3526930	\Windows\System32\drivers\WppRecorder.sys	216
0xe001c3527090	\Users\Simon Zitauer\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\TempState\TileCache_100_0_Data.bin	216
0xe001c3528090	\$Directory	216
0xe001c352d090	\$Directory	216
0xe001c352d4c0	\$Directory	216
0xe001c3530f20	\Users\Simon Zitauer\AppData\Roaming\Microsoft\Windows\Libraries\CameraRoll.library-ms	216
0xe001c35312d0	\Windows\System32\Windows.Storage.ApplicationData.dll	216
0xe001c3531440	\Windows\System32\Windows.Graphics.dll	216
0xe001c3532f20	\$Directory	216
0xe001c3533090	\Users\Simon Zitauer\AppData\Roaming\Microsoft\Windows\Network Shortcuts	216
0xe001c3533830	\$Directory	216
0xe001c3535550	\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx	216
0xe001c3536710	\Windows\System32\SettingSync.dll	216
0xe001c3536db0	\Windows\Fonts\StaticCache.dat	216
0xe001c35387c0	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd	216
0xe001c353bf20	\Windows\System32\drivers\en-US\srv2.sys.mui	216
0xe001c353f310	\Windows\System32\en-US\azroles.dll.mui	216
0xe001c3541ad0	\ProgramData\Microsoft\Windows\DeviceMetadataCache\dmrc.idx.0	216
0xe001c35427a0	\Windows\System32\SystemSettingsBroker.exe	216
0xe001c3542b00	\Windows\System32\en-US\lsm.dll.mui	216
0xe001c3542d10	\Windows\System32\CredentialMigrationHandler.dll	216
0xe001c3546800	\Windows\WinSxS\Manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.10240.16384_none_3bccb1ff6bcd1849.manifest	216
0xe001c3548b80	\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe	216
0xe001c354a9a0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.10240.16384_none_f41f7b285750ef43	216
0xe001c354af20	\Windows\System32\usbperf.dll	216
0xe001c354c5d0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.10240.16384_none_f41f7b285750ef43	216
0xe001c354d5d0	\Windows\System32\en-US\taskhostw.exe.mui	216
0xe001c354e090	\Windows\Prefetch\PfPre_7f7dfae7.mkd	216
0xe001c354e4e0	\Windows\System32\en-US\wdc.dll.mui	216
0xe001c35529d0	\Windows\System32\UserDataPlatformHelperUtil.dll	216
0xe001c3552e40	\Windows\System32\MCCSPal.dll	216
0xe001c3553b90	\Windows\System32\CoreUIComponents.dll	216
0xe001c3556db0	\Windows\System32\Windows.Shell.ServiceHostBuilder.dll	216
0xe001c3558e60	\Windows\System32\en-US\user32.dll.mui	216
0xe001c3559310	\Windows\System32\en-US\winsrv.dll.mui	216
0xe001c3559640	\Windows\System32\microsoft-windows-system-events.dll	216
0xe001c3559bb0	\$Directory	216
0xe001c3559d20	\Windows\System32\SyncController.dll	216
0xe001c355ee40	\Windows\System32\BioCredProv.dll	216
0xe001c355f3a0	\Users\Simon Zitauer\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\desktop.ini	216
0xe001c35619a0	\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe	216
0xe001c3561ea0	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-OneCore-CoreSystem-WOW64-base-Package~31bf3856ad364e35~amd64~~10.0.10240.16384.cat	216
0xe001c3564790	\$Directory	216
0xe001c3565840	\Users\Simon Zitauer\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\LocalState\AppIconCache\100\{C86FF2AC-6154-4DDD-A027-5DC7AB676F1C}	216
0xe001c3565d10	\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\Views\GreetingsControl.xbf	216
0xe001c3566930	\Windows\System32\SystemEventsBrokerClient.dll	216
0xe001c356df20	\CMApi	216
0xe001c356ede0	\srvsvc	216
0xe001c356fbb0	\Windows\System32\MsCtfMonitor.dll	216
0xe001c3573900	\Windows\System32\PlaySndSrv.dll	216
0xe001c3574090	\Windows\System32\msutb.dll	216
0xe001c3574380	\$Directory	216
0xe001c3575bf0	\Windows\System32\DesktopShellExt.dll	216
0xe001c357adb0	\Windows\System32\en-US\MsCtfMonitor.dll.mui	216
0xe001c357b1b0	\ProgramData\Microsoft\Windows Defender\Definition Updates\{78232BDA-CF1D-4FE0-94E5-53C766C4F8A5}\mpengine.dll	216
0xe001c357dea0	\$Directory	216
0xe001c357f210	\CMApi	216
0xe001c357f380	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy	216
0xe001c358c090	\Windows\System32\edputil.dll	216
0xe001c358d2e0	\Windows\System32\en-US\ntdll.dll.mui	216
0xe001c358d8c0	\Windows\System32\ClipboardServer.dll	216
0xe001c358ddb0	\lsass	216
0xe001c358df20	\Users\Simon Zitauer\Downloads	216
0xe001c3590560	\Windows\System32\AppointmentActivation.dll	216
0xe001c3591cb0	\$Directory	216
0xe001c3592f20	\Windows\System32\dsclient.dll	216
0xe001c3593740	\$Directory	216
0xe001c3595e20	\Windows\System32\modernexecserver.dll	216
0xe001c35983e0	\Windows\System32\WpPortingLibrary.dll	216
0xe001c359c090	\Users\Simon Zitauer\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\System Tools\Run.lnk	216
0xe001c359fb70	\$Directory	216
0xe001c35a04a0	\Windows\System32\spp\store\2.0\tokens.dat	216
0xe001c35a1e60	\Windows\System32\PSHED.DLL	216
0xe001c35a3e40	\$Directory	216
0xe001c35a5f20	\SwDevice	216
0xe001c35ad620	\Windows\System32\en-US\taskhostw.exe.mui	216
0xe001c35b1090	\$Directory	216
0xe001c35b1ca0	\$Directory	216
0xe001c35b4f20	\Windows\System32\en-US\MMDevAPI.dll.mui	216
0xe001c35b55e0	\Users\Simon Zitauer\Favorites\desktop.ini	216
0xe001c35bae80	\Windows\System32\en-US\svchost.exe.mui	216
0xe001c35c1950	\Windows\System32\mfsvr.dll	216
0xe001c35c3cb0	\Windows\System32\en-US\imageres.dll.mui	216
0xe001c35c6b10	\Windows\System32\ExecModelClient.dll	216
0xe001c35c6df0	\Windows\System32\en-US\notepad.exe.mui	216
0xe001c35c8ce0	\$Directory	216
0xe001c35c8f20	\Windows\System32\drivers\en-US\mrxsmb.sys.mui	216
0xe001c35c9300	\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx	216
0xe001c35ca8e0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.10240.16384_none_f41f7b285750ef43	216
0xe001c35cd400	\Program Files\Internet Explorer\iexplore.exe	216
0xe001c35d4850	\Windows\System32\drivers\msrpc.sys	216
0xe001c35d4da0	\Windows\SysWOW64\MrmCoreR.dll	216
0xe001c35d5090	\$Directory	216
0xe001c35d65e0	\Windows\System32\winevt\Logs\Microsoft-Windows-WorkFolders%4WHC.evtx	216
0xe001c35d8210	\Windows\System32\en-US\winmm.dll.mui	216
0xe001c35d9090	\Windows\System32\winevt\Logs\Microsoft-Windows-Security-SPP-UX-Notifications%4ActionCenter.evtx	216
0xe001c35d9ed0	
`	0
0xe001c35d9ee0	܉耀ࡁ	-15356
0xe001c35d9f20	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db	216
0xe001c35daf20	\Windows\System32\WWAHost.exe	216
0xe001c35dc3f0	\Windows\System32\AppContracts.dll	216
0xe001c35dd090	\Windows\System32\wsecedit.dll	216
0xe001c35ddc10	\Windows\System32\notificationplatformcomponent.dll	216
0xe001c35de680	\Windows\System32\connect.dll	216
0xe001c35e04a0	\Windows\System32\OnDemandBrokerClient.dll	216
0xe001c35e0790	\$Directory	216
0xe001c35e1490	\Windows\System32\hnetcfg.dll	216
0xe001c35e26d0	\Windows\System32\ShareHost.dll	216
0xe001c35e2f20	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.10240.16384_none_f41f7b285750ef43	216
0xe001c35e4dc0	\Reference	216
0xe001c35e77f0	\Windows\System32\CbtBackgroundManagerPolicy.dll	216
0xe001c35e7960	\Windows\System32\BackgroundMediaPolicy.dll	216
0xe001c35e7b60	\Windows\System32\SebBackgroundManagerPolicy.dll	216
0xe001c35e8350	\Windows\System32\ACPBackgroundManagerPolicy.dll	216
0xe001c35e9a10	\Windows\System32\execmodelproxy.dll	216
0xe001c35e9b80	\CMApi	216
0xe001c35eaea0	\Windows\System32\WMALFXGFXDSP.dll	216
0xe001c35ed950	\Users\Simon Zitauer\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\Microsoft.Windows.Cortana_1.4.8.152_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat	216
0xe001c35edd10	\$Directory	216
0xe001c35eece0	\$Directory	216
0xe001c35ef090	\$Directory	216
0xe001c35f0f20	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.10240.16384_none_f41f7b285750ef43	216
0xe001c35f1c00	\$Directory	216
0xe001c35f3f20	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Core\v4.0_4.0.0.0__b77a5c561934e089\System.Core.dll	216
0xe001c35f4dc0	\Endpoint	216
0xe001c35f5a80	\Windows\System32\en-US\PeerDistCleaner.dll.mui	216
0xe001c35f7d90	\Windows\AppPatch\apppatch64\AcGenral.dll	216
0xe001c35f8090	\Endpoint	216
0xe001c35f8f20	\Windows\System32\en-US\propsys.dll.mui	216
0xe001c35ffc70	\$Directory	216
0xe001c361d090	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Computer Management.lnk	216
0xe001c36223a0	\Windows\Microsoft.NET\assembly\GAC_64\mscorlib\v4.0_4.0.0.0__b77a5c561934e089\mscorlib.dll	216
0xe001c362a090	\Program Files\VMware\VMware Tools\resume-vm-default.bat	216
0xe001c36301d0	\Windows\SysWOW64\wbem\fastprox.dll	216
0xe001c3647130	\$Directory	216
0xe001c364e090	\Windows\Microsoft.NET\Framework64\v4.0.30319\en-US\WorkflowServiceHostPerformanceCounters.dll.mui	216
0xe001c364e2e0	\Windows\System32\en-US\shell32.dll.mui	216
0xe001c3654090	\Windows\System32\wdc.dll	216
0xe001c365ff20	\Windows\System32\ieframe.dll	216
0xe001c366a390	\$Directory	216
0xe001c366df20	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsMaps_4.1704.1011.2000_x64__8wekyb3d8bbwe\S-1-5-21-2283595964-1408901249-3188858278-1000.pckgdep	216
0xe001c36709b0	\Windows\System32\en-US\TaskEng.exe.mui	216
0xe001c367e230	\$Directory	216
0xe001c367ff20	\Windows\System32\EhStorAPI.dll	216
0xe001c3689ed0	
`	0
0xe001c368b9b0	\Windows\System32\en-US\KernelBase.dll.mui	216
0xe001c369cd10	\Windows\System32\SystemSettings.DataModel.dll	216
0xe001c369d090	\Program Files\rempl\sedsvc.exe	216
0xe001c369df20	\Windows\System32\sppobjs.dll	216
0xe001c369ff20	\$Directory	216
0xe001c36a4b60	\Endpoint	216
0xe001c36a6090	\Users\Simon Zitauer\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\80237EE4964FC9C409AAF55BF996A292_C0427F5F77D9B3A439FC620EDAAB6177	216
0xe001c36a9350	\Windows\SoftwareDistribution\DataStore\Logs\edb0003	216
0xe001c36b5aa0	\Windows\System32\en-US\wlidres.dll.mui	216
0xe001c36bd890	\Windows\System32\Windows.Energy.dll	216
0xe001c36d36b0	\Windows\System32\en-US\user32.dll.mui	216
0xe001c36e2590	\srvsvc	216
0xe001c36eaf20	\Users\Simon Zitauer\Contacts\desktop.ini	216
0xe001c3705b60	\Users\Simon Zitauer\AppData\Roaming\Microsoft\Windows\Printer Shortcuts	216
0xe001c3708790	\Windows\System32\LicenseManagerApi.dll	216
0xe001c3708a60	\Windows\explorer.exe	216
0xe001c3708f20	\Windows\System32\twinui.appcore.dll	216
0xe001c370ce60	\Windows\System32\capauthz.dll	216
0xe001c370f8b0	\Dev\Query	216
0xe001c3710cf0	\Sessions\2\AppContainerNamedObjects\S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708	216
0xe001c3712090	\Windows\System32\en-US\vsstrace.dll.mui	216
0xe001c3718f20	\CMApi	216
0xe001c371b570	\Windows\SysWOW64\dui70.dll	216
0xe001c371bb30	\Windows\System32\en-US\winmm.dll.mui	216
0xe001c371ce60	\$Directory	216
0xe001c371df20	\Windows\System32\mlang.dll	216
0xe001c3722090	\Windows\System32\en-US\pnidui.dll.mui	216
0xe001c37233b0	\Windows\System32\rshx32.dll	216
0xe001c3723b50	\Windows\System32\WinSCard.dll	216
0xe001c3725620	\Windows\System32\authui.dll	216
0xe001c3732840	\Windows\System32\cmd.exe	216
0xe001c3736bb0	\$Extend\$RmMetadata\$Txf:$I30:$INDEX_ALLOCATION	216
0xe001c3737f20	\Windows\System32\Chakra.dll	216
0xe001c3738950	\$Directory	216
0xe001c3738ac0	\Windows\en-US\explorer.exe.mui	216
0xe001c373ddb0	\Windows\Microsoft.NET\Framework\v4.0.30319\fusion.dll	216
0xe001c373df20	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Caches\{3DA71D5A-20CC-432F-A115-DFE92379E91F}.1.ver0x0000000000000004.db	216
0xe001c373e400	\Windows\servicing\TrustedInstaller.exe	216
0xe001c3740cd0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Steps Recorder.lnk	216
0xe001c3740f20	\Users\Simon Zitauer\Downloads\winrar-x64-624.exe	216
0xe001c37427e0	\Windows\System32\en-US\shell32.dll.mui	216
0xe001c374d9f0	\Windows\System32\Windows.Gaming.Input.dll	216
0xe001c374eaa0	\Windows\System32\en-US\KernelBase.dll.mui	216
0xe001c374fb70	\$Directory	216
0xe001c374ff20	\Program Files\Common Files\microsoft shared\ink\IpsPlugin.dll	216
0xe001c3750f20	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Caches\cversions.1.db	216
0xe001c3752470	\Users\Simon Zitauer\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms	216
0xe001c3753d00	\Users\Simon Zitauer\Downloads\desktop.ini	216
0xe001c3754090	\Windows\System32\Windows.UI.Shell.dll	216
0xe001c3759580	\$Directory	216
0xe001c375a090	\Windows\SysWOW64\d2d1.dll	216
0xe001c37657f0	\$Directory	216
0xe001c3765db0	\$Directory	216
0xe001c3767800	\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\vccorlib140_app.dll	216
0xe001c3767c40	\Windows\System32\AppXDeploymentClient.dll	216
0xe001c376d9d0	\Windows\System32\Windows.Networking.Connectivity.dll	216
0xe001c3771e80	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.10240.16384_none_f41f7b285750ef43	216
0xe001c3772a10	\Windows\System32\AppxAllUserStore.dll	216
0xe001c37754a0	\Windows\System32\StateRepository.Core.dll	216
0xe001c37772d0	\Windows\System32\en-US\shell32.dll.mui	216
0xe001c3777c40	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db	216
0xe001c3778a30	\Windows\SysWOW64\wmploc.DLL	216
0xe001c377e470	\Program Files\Windows Defender\en-US\EppManifest.dll.mui	216
0xe001c377ec40	\Windows\System32\SettingSyncPolicy.dll	216
0xe001c377ef20	\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\Views\CortanaWindow.xbf	216
0xe001c377f350	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd	216
0xe001c3780270	\Windows\System32\SettingSyncCore.dll	216
0xe001c37811b0	\Windows\System32\TokenBroker.dll	216
0xe001c37825e0	\Windows\System32\SndVolSSO.dll	216
0xe001c37842e0	\Windows\System32\en-US\mswsock.dll.mui	216
0xe001c3785550	\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.10240.17020_none_1152834562020692\TiWorker.exe	216
0xe001c3787f20	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Client-Features-Package-AutoMerged-shell~31bf3856ad364e35~amd64~~10.0.10240.16384.cat	216
0xe001c3788c40	\Windows\System32\hmkd.dll	216
0xe001c3789330	\Endpoint	216
0xe001c378a5d0	\$Directory	216
0xe001c378da50	\$Directory	216
0xe001c379bf20	\Windows\System32\C_936.NLS	216
0xe001c379cf20	\$Directory	216
0xe001c379d880	\Windows\System32\winevt\Logs\Microsoft-Windows-HomeGroup Control Panel%4Operational.evtx	216
0xe001c37a0db0	\Windows\System32\MSWB7.dll	216
0xe001c37a4f20	\Windows\System32\ExplorerFrame.dll	216
0xe001c37a5410	\Windows\System32\profext.dll	216
0xe001c37a56f0	\Windows\System32\vaultcli.dll	216
0xe001c37a59a0	\Windows\System32\DDORes.dll	216
0xe001c37a5f20	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db	216
0xe001c37a73e0	\$Directory	216
0xe001c37a8090	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.10240.16384_none_f41f7b285750ef43	216
0xe001c37a9cc0	\Windows\System32\twinui.dll	216
0xe001c37aa240	\$Directory	216
0xe001c37ac3f0	\Windows\System32\WFS.exe	216
0xe001c37ad700	\CMApi	216
0xe001c37ae090	\Windows\System32\windows.immersiveshell.serviceprovider.dll	216
0xe001c37b0380	\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.10240.17020_none_1152834562020692\CbsCore.dll	216
0xe001c37b1830	\Windows\SysWOW64\WofUtil.dll	216
0xe001c37b1f20	\Windows\SysWOW64\dinput8.dll	216
0xe001c37b2db0	\Windows\System32\wldp.dll	216
0xe001c37b3bd0	\Users\Simon Zitauer\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\LocalState\AppIconCache\100\{6FB30B46-DD74-4401-931A-916F6FE04D6A}	216
0xe001c37b45d0	\Windows\System32\PlayToManager.dll	216
0xe001c37b6090	\Windows\Logs\CBS\CBS.log	216
0xe001c37b8e60	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db	216
0xe001c37b9e60	
`	0
0xe001c37b9eb0	\Windows\assembly\NativeImages_v4.0.30319_64\mscorlib\612274c1d31adcb16	216
0xe001c37b9ee0	鼸썻￿鼸썻￿	0
0xe001c37c2f20	\$Directory	216
0xe001c37c3b10	\Windows\System32\ApplicationFrame.dll	216
0xe001c37c92e0	\Windows\System32\en-US\windows.storage.dll.mui	216
0xe001c37c99f0	\Windows\System32\ntshrui.dll	216
0xe001c37caf20	\Users\Simon Zitauer\OneDrive\desktop.ini	216
0xe001c37cbcd0	\Windows\System32\thumbcache.dll	216
0xe001c37cd160	\$Directory	216
0xe001c37cd9f0	\Users\Simon Zitauer\AppData\Local\Microsoft\GameDVR\KnownGameList.bin	216
0xe001c37d0920	\Windows\System32\wpncore.dll	216
0xe001c37d5c40	\Windows\System32\NotificationController.dll	216
0xe001c37d6520	\Windows\System32\VEEventDispatcher.dll	216
0xe001c37d6c20	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db	216
0xe001c37d7e60	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Notifications\appdb.dat	216
0xe001c37de540	\Windows\System32\Dism\CompatProvider.dll	216
0xe001c37df2a0	\Windows\System32	216
0xe001c37e2090	\Windows\System32\mssrch.dll	216
0xe001c37e4f20	\Windows\System32\perfts.dll	216
0xe001c37e88b0	\Windows\Registration\R000000000006.clb	216
0xe001c37e9ed0	
`	0
0xe001c37ebdb0	\Windows\System32\drivers\ndis.sys	216
0xe001c37ebf20	\Windows\System32\upnp.dll	216
0xe001c37ed090	\Windows\System32\wcmapi.dll	216
0xe001c37ef6b0	\Windows\System32\Dism\FfuProvider.dll	216
0xe001c37f1b60	\Windows\System32\bitsigd.dll	216
0xe001c37f1de0	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db	216
0xe001c37f4e80	\Windows\System32\en-US\SearchIndexer.exe.mui	216
0xe001c37f92f0	\Windows\System32\en-US\MdSched.exe.mui	216
0xe001c37ffd40	\Windows\System32\msidle.dll	216
0xe001c3800090	\Windows\System32\AboveLockAppHost.dll	216
0xe001c3801a00	\Program Files\WindowsApps\Microsoft.BingWeather_4.3.193.0_x86__8wekyb3d8bbwe\AppxManifest.xml	216
0xe001c3804f20	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneMusic_3.6.10841.0_x64__8wekyb3d8bbwe\S-1-5-21-2283595964-1408901249-3188858278-1000.pckgdep	216
0xe001c38092c0	\$Directory	216
0xe001c3809e30	
`	0
0xe001c3809e40	܉考	0
0xe001c3809e80	\Windows\System32\en-US\slui.exe.mui	216
0xe001c380a510	\Windows\INF\WmiApRpl\WmiApRpl.h	216
0xe001c380a7a0	\Windows\System32\mssprxy.dll	216
0xe001c380c6b0	\$Directory	216
0xe001c380e2a0	\Windows\System32\ie4uinit.exe	216
0xe001c3811f20	\Windows\System32\wlidprov.dll	216
0xe001c3814e20	\Users\Simon Zitauer\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\Microsoft\CryptnetUrlCache\MetaData	216
0xe001c3818420	\Endpoint	216
0xe001c38189f0	\Windows\System32\en-US\ESENT.dll.mui	216
0xe001c381dc90	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb	216
0xe001c381e970	\Windows\Prefetch\BACKGROUNDTASKHOST.EXE-54B7D356.pf	216
0xe001c381f920	\Windows\System32\wbem\Performance\WmiApRpl.ini.ini	216
0xe001c3823da0	\Windows\System32\advapi32res.dll	216
0xe001c382e8e0	\Windows\System32\cemapi.dll	216
